Respondent,Country,Salary,YearsCodedJob,OpenSource,Hobby,CompanySizeNumber,Remote,CareerSatisfaction,Data scientist,Database administrator,Desktop applications developer,Developer with stats/math background,DevOps,Embedded developer,Graphic designer,Graphics programming,Machine learning specialist,Mobile developer,Quality assurance engineer,Systems administrator,Web developer
41243,United States,125e3,11,FALSE,TRUE,1,Not remote,9,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
41244,Canada,71e3,6,TRUE,TRUE,100,Not remote,5,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41245,United States,12e4,6,TRUE,TRUE,20,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41247,United States,172e3,12,FALSE,TRUE,500,Not remote,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41249,United States,106e3,10,TRUE,TRUE,1e4,Not remote,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41252,United Kingdom,43750,6,FALSE,TRUE,20,Not remote,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41256,United States,6e4,4,FALSE,FALSE,20,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41258,United States,1e5,9,FALSE,TRUE,100,Not remote,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41259,Canada,42424.2424242424,1,TRUE,TRUE,5e3,Not remote,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
41260,Canada,53030.303030303,5,FALSE,TRUE,100,Remote,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41263,United States,25e3,2,FALSE,TRUE,10,Remote,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41274,United States,68e3,1,TRUE,FALSE,20,Not remote,9,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41275,United States,13e4,4,FALSE,TRUE,1e3,Not remote,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41278,United States,104e3,20,FALSE,FALSE,1,Not remote,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41298,India,5872.85273821759,2,TRUE,TRUE,1e4,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
41306,Canada,47348.4848484848,3,FALSE,FALSE,100,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
41308,United States,1e5,16,FALSE,TRUE,20,Remote,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
41312,United States,6e4,19,FALSE,FALSE,1e3,Not remote,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41315,Canada,47727.2727272727,20,FALSE,TRUE,500,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41320,United States,8e4,3,FALSE,TRUE,10,Not remote,10,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
41321,United States,88e3,10,TRUE,TRUE,500,Not remote,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41322,United States,1e5,16,TRUE,TRUE,1e4,Not remote,9,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
41325,United States,45e3,2,FALSE,TRUE,1e4,Not remote,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
41327,United Kingdom,43750,8,FALSE,FALSE,20,Not remote,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
41330,United Kingdom,58750,19,FALSE,TRUE,500,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41331,United States,92e3,10,TRUE,TRUE,20,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41332,United States,11e4,1,FALSE,TRUE,500,Remote,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41336,United States,7e4,16,FALSE,TRUE,1,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
41339,United States,75e3,10,TRUE,TRUE,1e3,Not remote,9,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41343,United States,6e4,2,FALSE,TRUE,1,Not remote,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
41344,United States,5e4,0,FALSE,TRUE,500,Not remote,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41347,United States,165e3,20,FALSE,FALSE,5e3,Not remote,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41352,United States,7e4,2,TRUE,TRUE,500,Not remote,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
41353,Germany,34946.2365591398,5,FALSE,FALSE,100,Not remote,4,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41357,United States,125e3,17,FALSE,TRUE,20,Not remote,6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
41359,Canada,59090.9090909091,10,FALSE,TRUE,100,Not remote,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41361,United States,3e4,8,TRUE,TRUE,20,Not remote,6,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
41362,United States,75e3,20,FALSE,TRUE,100,Not remote,4,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
41363,Canada,43181.8181818182,2,FALSE,FALSE,100,Not remote,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41365,United States,89573,20,TRUE,TRUE,1e4,Remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
41369,United States,135e3,3,TRUE,TRUE,1e4,Not remote,6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41372,United States,94e3,3,FALSE,TRUE,100,Not remote,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41380,United States,77e3,20,TRUE,TRUE,500,Not remote,8,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
41383,United States,13e4,17,TRUE,FALSE,500,Not remote,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
41389,Canada,60606.0606060606,1,TRUE,TRUE,100,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
41390,Canada,55303.0303030303,2,FALSE,TRUE,20,Not remote,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
41392,United States,7e4,3,FALSE,TRUE,500,Not remote,6,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
41397,United States,108e3,5,FALSE,TRUE,1e4,Remote,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
41399,United States,195e3,16,TRUE,TRUE,10,Not remote,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
41401,Canada,96969.696969697,10,FALSE,TRUE,1e4,Not remote,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41418,India,10571.1349287917,5,TRUE,TRUE,20,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41421,India,17618.5582146528,2,FALSE,TRUE,1,Remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
41429,United Kingdom,43750,3,TRUE,FALSE,100,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41439,Germany,45161.2903225806,5,FALSE,TRUE,1e3,Not remote,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41458,United States,115e3,12,FALSE,FALSE,1e4,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41467,United Kingdom,52500,4,TRUE,TRUE,20,Not remote,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41471,Canada,58333.3333333333,20,TRUE,TRUE,20,Not remote,10,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
41473,United States,34e3,2,TRUE,TRUE,10,Not remote,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41474,United States,68e3,2,FALSE,TRUE,1e3,Not remote,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41481,United States,125e3,4,TRUE,TRUE,20,Not remote,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
41482,United States,74500,5,FALSE,TRUE,500,Not remote,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41485,United States,1e5,1,FALSE,TRUE,100,Not remote,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41487,United States,127e3,4,TRUE,FALSE,5e3,Not remote,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
41490,Canada,71969.696969697,11,TRUE,TRUE,100,Remote,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41492,United States,13e4,15,FALSE,FALSE,20,Not remote,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41497,United Kingdom,41250,8,FALSE,FALSE,5e3,Not remote,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41499,United Kingdom,53750,3,FALSE,TRUE,500,Remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41502,United States,137500,20,TRUE,TRUE,1e4,Not remote,8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41508,United States,5e4,3,FALSE,FALSE,10,Not remote,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41510,United Kingdom,4e4,2,FALSE,TRUE,1e4,Not remote,7,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41511,United States,11e4,7,FALSE,TRUE,10,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
41512,Germany,64516.1290322581,3,FALSE,TRUE,1e4,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41517,Canada,36363.6363636364,1,FALSE,TRUE,20,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41519,Germany,3440.86021505376,8,FALSE,TRUE,1,Not remote,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41527,India,5872.85273821759,3,TRUE,TRUE,1e4,Not remote,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
41537,United States,105e3,6,TRUE,TRUE,1e4,Not remote,9,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
41551,Germany,79569.8924731183,12,FALSE,TRUE,100,Not remote,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41555,India,1497.57744824549,0,FALSE,FALSE,20,Not remote,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
41557,Germany,48387.0967741935,6,TRUE,TRUE,20,Not remote,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
41559,Canada,37878.7878787879,3,FALSE,TRUE,20,Not remote,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41566,United States,125e3,12,TRUE,TRUE,1e4,Not remote,8,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
41575,United Kingdom,62500,7,FALSE,TRUE,10,Not remote,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
41576,United States,62e3,5,FALSE,TRUE,500,Not remote,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
41584,United States,11e4,5,FALSE,TRUE,10,Remote,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41585,United States,75e3,5,TRUE,TRUE,10,Not remote,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
41596,United Kingdom,131250,20,TRUE,TRUE,1e4,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41612,Canada,26515.1515151515,3,FALSE,TRUE,1,Not remote,9,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
41613,Germany,80645.1612903226,14,TRUE,TRUE,1e3,Not remote,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41621,United Kingdom,34375,6,FALSE,TRUE,10,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41634,India,17618.5582146528,3,FALSE,TRUE,100,Not remote,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
41647,Germany,14051.6129032258,4,FALSE,TRUE,1e4,Not remote,10,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
41649,United States,11e4,20,FALSE,TRUE,100,Remote,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41659,Germany,59139.7849462366,4,TRUE,TRUE,1,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41660,Canada,113636.363636364,15,FALSE,FALSE,1e3,Not remote,9,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
41663,United Kingdom,5e4,6,FALSE,FALSE,10,Not remote,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41668,Germany,38709.6774193548,10,FALSE,FALSE,100,Not remote,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41675,United States,112500,12,TRUE,TRUE,100,Not remote,7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41688,United States,118e3,18,FALSE,TRUE,1e4,Not remote,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41699,United States,137e3,10,FALSE,FALSE,100,Not remote,7,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41700,United Kingdom,52500,13,TRUE,TRUE,100,Not remote,8,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41707,United States,117300,7,TRUE,TRUE,5e3,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41710,United States,144550,10,FALSE,TRUE,1e4,Not remote,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
41714,United States,165e3,20,FALSE,TRUE,1e3,Remote,9,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
41735,United States,45e3,3,TRUE,TRUE,20,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41750,United Kingdom,33750,4,FALSE,FALSE,1e4,Not remote,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41761,United Kingdom,35e3,1,FALSE,FALSE,100,Not remote,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
41769,United Kingdom,68750,9,FALSE,TRUE,100,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41784,United Kingdom,33750,4,FALSE,TRUE,10,Not remote,6,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
41787,Germany,62365.5913978495,5,FALSE,TRUE,100,Not remote,7,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
41792,United States,16e4,20,TRUE,FALSE,1e4,Not remote,6,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
41796,United States,66800,5,FALSE,TRUE,1e4,Not remote,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
41817,United States,6e4,4,TRUE,TRUE,100,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41820,United States,11e4,4,FALSE,TRUE,20,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41823,Germany,45161.2903225806,4,FALSE,TRUE,1e4,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
41824,Germany,59139.7849462366,17,TRUE,FALSE,10,Not remote,8,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
41828,United States,105e3,7,FALSE,TRUE,100,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41829,United States,1e5,8,TRUE,TRUE,100,Not remote,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41830,United States,38e3,3,FALSE,TRUE,100,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41833,United Kingdom,62500,6,TRUE,TRUE,20,Not remote,8,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
41835,United States,12e4,20,FALSE,TRUE,20,Not remote,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
41838,Canada,37878.7878787879,13,TRUE,TRUE,100,Not remote,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41839,United Kingdom,62500,5,FALSE,FALSE,1e4,Not remote,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41840,United States,82323,5,FALSE,TRUE,1e4,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41846,United States,108e3,14,TRUE,TRUE,1e4,Not remote,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41849,United States,12e4,2,FALSE,FALSE,1e3,Not remote,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
41850,United States,59e3,1,FALSE,FALSE,100,Not remote,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41860,United Kingdom,5e4,14,TRUE,TRUE,1,Not remote,6,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
41862,United States,17e4,2,TRUE,TRUE,100,Not remote,7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
41863,United States,66e3,2,FALSE,TRUE,20,Not remote,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41865,United States,125e3,11,FALSE,FALSE,100,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41866,United States,50400,2,FALSE,FALSE,20,Not remote,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
41868,United States,48e3,3,FALSE,TRUE,100,Not remote,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41884,United Kingdom,35e3,4,TRUE,TRUE,10,Not remote,9,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
41888,India,11452.0628395243,5,TRUE,TRUE,1e4,Not remote,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41901,United Kingdom,26250,9,FALSE,FALSE,10,Not remote,6,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
41905,United States,14e4,16,FALSE,FALSE,1e4,Remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41907,India,7341.06592277199,1,FALSE,FALSE,100,Not remote,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
41910,United States,75e3,15,FALSE,TRUE,1e3,Not remote,7,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
41920,United States,95e3,7,FALSE,TRUE,1,Remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41922,Germany,22193.5483870968,1,FALSE,TRUE,20,Not remote,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41928,United Kingdom,25e3,0,FALSE,TRUE,20,Not remote,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
