case_identifier,turnout16_2016,RIGGED_SYSTEM_1_2016,RIGGED_SYSTEM_2_2016,RIGGED_SYSTEM_3_2016,RIGGED_SYSTEM_4_2016,RIGGED_SYSTEM_5_2016,RIGGED_SYSTEM_6_2016,track_2016,persfinretro_2016,econtrend_2016,Americatrend_2016,futuretrend_2016,wealth_2016,values_culture_2016,US_respect_2016,trustgovt_2016,trust_people_2016,helpful_people_2016,fair_people_2016,imiss_a_2016,imiss_b_2016,imiss_c_2016,imiss_d_2016,imiss_e_2016,imiss_f_2016,imiss_g_2016,imiss_h_2016,imiss_i_2016,imiss_j_2016,imiss_k_2016,imiss_l_2016,imiss_m_2016,imiss_n_2016,imiss_o_2016,imiss_p_2016,imiss_q_2016,imiss_r_2016,imiss_s_2016,imiss_t_2016,imiss_u_2016,imiss_x_2016,imiss_y_2016
120156569,Voted,4,2,4,1,3,2,2,3,3,3,2,1,3,3,3,1,1,1,1,1,1,2,1,1,3,1,2,1,1,3,1,2,1,1,1,1,1,1,1,2,2
120163580,Voted,4,1,3,1,2,1,2,3,1,3,1,1,2,3,3,8,1,2,1,1,1,3,1,1,3,2,2,2,2,4,1,1,1,1,2,1,2,2,1,4,4
120166931,Voted,3,1,3,1,3,2,2,2,1,3,1,1,2,3,3,2,1,2,1,1,1,3,1,1,3,1,2,2,2,3,3,2,1,1,2,1,2,1,1,3,3
120199571,Voted,2,3,1,2,2,2,1,1,1,4,4,2,3,2,3,1,2,8,1,1,3,1,1,2,2,1,1,1,1,1,1,2,1,2,1,3,1,4,3,2,2
120208397,Voted,3,4,1,2,2,2,2,2,2,1,3,2,2,3,3,2,1,8,2,1,3,2,4,2,1,1,1,1,1,1,1,1,1,3,1,3,1,2,4,1,1
120211178,Voted,3,3,1,3,3,2,1,2,2,1,2,2,2,3,3,8,1,2,2,1,3,1,1,2,1,2,2,2,1,1,2,1,2,1,1,2,2,1,2,1,1
120213305,Voted,3,2,1,2,2,2,1,3,2,2,1,2,3,3,3,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1
120236144,Voted,2,3,1,2,1,1,1,2,1,3,3,2,2,3,3,1,1,1,2,2,4,2,4,3,2,1,2,1,1,2,1,1,1,3,2,3,1,3,4,2,2
120237446,Voted,4,3,1,3,2,2,1,2,1,1,1,2,1,1,3,2,1,2,4,2,3,1,3,3,2,1,2,2,1,1,2,2,2,2,2,3,1,4,4,2,2
120239561,Voted,3,1,3,1,2,1,2,3,2,3,3,1,3,3,3,1,2,1,1,1,1,4,4,1,4,1,4,1,2,4,2,2,1,1,4,1,2,4,1,4,4
120242936,Voted,3,3,1,3,3,1,2,2,3,4,4,2,2,3,2,1,2,1,1,2,1,1,4,2,3,2,3,1,2,3,2,3,2,2,2,2,2,1,2,2,2
120246722,Voted,3,1,3,1,3,2,2,3,3,3,4,1,3,3,3,2,2,8,1,1,1,2,1,1,2,1,2,1,2,3,1,2,1,1,2,1,1,2,1,2,2
120249326,Voted,3,3,1,3,2,1,1,2,1,1,1,2,2,2,3,1,2,1,3,2,2,1,2,3,2,1,2,2,1,2,1,1,2,3,1,3,1,2,3,1,2
120253187,Voted,4,2,1,3,4,1,1,1,1,2,3,2,2,2,2,1,1,1,1,1,2,1,1,2,2,1,2,1,2,1,1,1,1,2,1,2,1,1,3,2,1
120261866,Voted,3,1,2,1,2,1,2,2,2,3,2,1,3,3,3,1,2,1,1,1,1,1,2,1,3,1,2,1,1,3,1,1,1,1,2,1,1,1,1,3,3
120263636,Voted,3,1,4,1,3,1,2,3,2,3,1,1,3,3,3,1,2,1,1,1,2,2,3,1,3,2,2,1,1,3,1,3,1,1,3,2,1,2,2,2,3
120264716,Voted,2,2,2,4,3,2,1,2,2,3,3,2,1,1,1,2,1,2,2,1,1,1,1,3,1,1,2,1,1,1,1,1,1,3,1,1,1,4,4,1,1
120265526,Voted,1,3,3,1,1,1,2,3,3,3,2,1,3,3,3,1,2,1,1,1,1,2,1,1,3,2,2,1,1,3,1,1,1,1,2,1,1,3,1,1,3
120280490,Voted,2,1,3,1,3,2,2,3,2,3,2,1,3,3,3,1,2,1,2,1,1,3,1,1,4,2,3,1,1,3,1,1,1,1,2,1,1,1,1,3,2
120284585,Did not vote,1,3,1,2,1,1,2,3,3,3,3,2,3,3,3,1,2,1,2,2,3,2,2,3,3,2,2,1,3,3,1,2,1,2,2,2,1,3,2,3,3
120300665,Voted,3,2,3,1,2,2,2,3,2,3,1,1,3,3,3,1,1,2,1,1,4,4,2,2,3,3,4,1,1,4,1,2,1,1,3,1,2,3,1,4,4
120307697,Voted,3,2,2,1,2,1,1,2,2,3,3,1,3,3,3,1,2,1,1,1,2,2,1,2,3,2,3,1,4,3,1,3,1,1,2,1,1,2,1,2,3
120308783,Voted,4,1,4,1,3,3,1,3,2,3,1,1,3,3,3,1,1,2,1,1,1,4,1,1,4,2,3,2,4,4,1,2,1,1,4,1,1,3,1,4,4
120309896,Voted,2,3,1,1,1,1,2,3,3,3,3,2,3,3,3,1,2,2,1,1,2,2,2,2,3,1,2,1,1,2,1,1,1,1,2,2,1,2,3,2,2
120312113,Voted,4,1,2,1,3,3,2,2,2,3,3,1,3,3,3,1,1,2,1,2,1,4,3,1,3,1,2,2,4,3,1,2,1,1,3,3,1,3,1,2,3
120313034,Voted,2,1,1,2,2,2,3,2,2,1,1,2,8,3,3,1,2,8,1,1,3,1,3,1,2,1,1,1,1,1,1,2,1,4,2,1,1,2,3,1,1
120316811,Voted,3,1,2,1,1,1,2,3,2,3,1,8,3,3,3,2,2,1,1,1,1,4,1,1,4,1,1,1,2,4,1,2,1,1,1,2,1,1,1,3,3
120316814,Voted,4,2,1,1,2,3,2,3,3,3,3,1,1,1,2,1,2,1,1,1,1,2,4,4,4,4,4,4,4,1,1,4,4,1,4,4,1,4,4,4,4
120321710,Voted,4,1,4,1,4,4,2,2,2,3,2,1,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
120337427,Voted,2,3,2,2,1,1,2,2,2,3,3,2,3,3,3,1,2,1,1,1,2,2,2,1,2,1,2,1,1,2,1,2,1,2,1,1,1,2,2,2,1
120360884,Voted,3,2,3,1,3,2,2,2,2,2,4,1,3,3,3,1,2,8,1,1,2,2,2,2,4,2,3,1,2,4,2,2,1,2,3,1,2,2,1,3,4
120364178,Voted,4,1,4,1,4,4,2,3,1,3,1,1,2,3,3,1,2,1,1,1,2,4,1,1,4,2,2,2,2,4,2,2,2,1,3,2,2,1,2,4,4
120368444,Voted,4,3,1,3,2,1,2,3,4,3,4,2,2,3,3,1,2,8,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
120379715,Voted,3,1,3,1,1,3,1,2,2,3,3,1,2,3,3,2,1,2,1,1,1,2,2,1,2,1,1,2,1,3,1,1,1,1,2,1,1,2,1,1,1
120393866,Voted,3,1,3,1,3,2,2,2,2,1,2,1,3,3,3,2,1,2,2,1,1,2,1,1,4,1,3,2,3,4,2,2,1,1,2,1,3,1,1,4,4
120406784,Voted,1,3,1,4,1,1,2,1,2,3,3,2,3,3,3,1,2,2,1,1,2,1,3,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1
120408755,Voted,2,2,3,1,2,1,3,2,3,3,3,1,3,3,3,2,2,8,1,1,1,3,1,1,4,1,3,1,2,3,1,1,1,1,2,1,1,1,1,2,3
120422555,Voted,3,2,3,1,3,2,2,3,2,4,2,1,3,3,3,1,2,1,1,1,3,2,2,1,3,2,2,2,4,4,1,2,2,1,2,1,2,1,1,1,2
120426119,Voted,2,1,3,1,1,1,1,2,2,3,3,1,3,3,3,1,1,2,1,1,1,2,1,1,3,1,3,1,2,4,2,2,1,2,2,1,1,4,1,1,2
120428249,Voted,2,3,1,3,2,2,2,2,1,4,4,2,8,3,3,1,2,1,1,1,2,2,4,1,1,2,2,2,2,2,3,2,1,2,2,1,3,2,1,1,1
120429857,Voted,2,2,1,2,4,2,1,3,2,2,1,2,2,2,2,2,1,2,1,1,3,2,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1
120431591,Voted,3,2,1,2,3,1,1,2,4,4,4,2,8,8,3,2,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1
120435689,Voted,4,4,1,3,1,1,2,3,2,3,1,2,1,3,3,1,2,1,2,1,3,1,2,4,1,1,1,1,1,1,2,1,1,4,1,4,2,1,4,1,1
120444194,Voted,2,2,2,2,3,2,2,2,2,3,3,8,2,3,3,2,8,1,1,1,1,2,1,1,3,1,2,2,1,2,1,1,1,1,2,1,2,1,1,1,1
120454217,Voted,3,4,2,2,2,1,1,3,4,4,4,2,3,3,3,1,2,1,1,1,3,1,2,1,1,1,2,1,2,1,2,3,1,3,2,1,1,3,3,1,1
120456344,Voted,2,3,1,2,2,1,2,2,2,2,2,2,8,8,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
120457985,Voted,3,1,3,1,3,1,1,2,1,3,4,1,2,3,3,2,1,2,1,1,1,3,1,1,4,1,3,1,1,4,1,2,1,1,2,1,2,4,1,3,4
120459332,Voted,4,2,2,4,4,1,2,1,3,1,3,2,3,3,3,1,2,1,2,1,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,2,1,2,2,1,2
120471701,Voted,3,1,4,1,2,3,2,3,2,3,3,1,3,3,3,1,1,2,1,1,2,2,1,1,2,1,1,1,2,3,1,2,1,1,1,1,1,2,1,2,2
120485705,Voted,3,1,3,4,2,1,2,1,2,3,4,1,3,3,3,1,2,1,1,1,2,2,1,1,4,1,3,1,1,4,1,1,1,1,2,1,2,1,1,4,2
120495245,Voted,3,2,3,2,3,3,1,2,2,1,4,1,3,2,3,1,2,2,1,1,1,2,2,1,4,2,2,1,3,2,1,2,1,1,2,1,1,3,2,2,2
120496055,Voted,3,1,3,1,3,1,2,2,3,3,4,1,3,3,3,2,1,2,1,1,1,3,1,1,4,2,2,2,2,3,2,2,1,1,3,1,2,1,1,4,4
120497870,Voted,3,2,3,1,3,1,1,2,2,3,3,1,2,3,3,1,2,1,1,1,1,2,2,1,2,2,3,2,2,2,2,2,1,2,2,1,2,3,1,2,2
120501167,Voted,4,2,3,1,3,1,2,2,2,3,4,8,3,3,3,2,8,2,1,1,2,2,1,1,4,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3
120507587,Did not vote,4,1,1,1,1,4,2,3,3,3,3,2,8,1,1,1,1,2,1,1,4,4,1,1,4,1,1,1,4,1,1,3,1,1,1,1,1,1,4,1,1
120508577,Voted,1,2,3,1,2,3,1,2,2,2,1,2,8,3,2,1,2,1,1,1,1,1,1,1,3,1,2,2,4,1,1,1,1,1,1,1,3,2,2,1,2
120511745,Voted,2,2,1,3,2,2,2,2,3,3,2,2,3,2,2,1,1,8,2,2,1,1,3,2,3,1,1,2,1,1,2,1,2,3,1,2,1,2,3,3,2
120527741,Voted,3,2,3,1,3,2,3,2,4,4,4,1,2,8,3,1,8,8,1,1,1,3,1,1,3,2,3,2,2,4,1,2,1,1,2,1,1,1,2,2,3
120532505,Voted,2,4,1,1,3,1,3,3,3,2,1,2,3,3,3,2,1,1,2,1,2,3,3,3,3,1,2,3,3,3,2,2,1,3,1,3,3,2,2,1,2
120543881,Voted,2,2,4,1,2,3,2,2,2,1,1,1,3,3,3,2,1,2,1,2,1,2,2,1,2,1,2,1,2,3,2,1,2,1,2,2,2,2,1,2,2
120549284,Voted,4,4,1,2,2,1,2,1,1,3,4,2,1,8,3,1,8,8,3,1,3,1,3,3,1,2,1,1,1,1,3,1,2,4,1,4,2,2,3,2,2
120562388,Voted,4,4,1,4,3,1,1,2,1,3,3,2,1,1,3,2,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,3,1,2,1,1,1,1,1
120564863,Voted,4,1,1,1,4,1,2,3,3,3,4,1,3,3,3,2,1,2,1,1,1,3,1,1,4,2,4,2,2,3,1,1,1,1,2,1,1,1,1,1,4
120575570,Voted,3,3,2,2,2,2,3,2,2,2,2,2,8,3,3,1,1,2,1,1,1,2,3,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2
120597164,Voted,2,4,1,1,3,1,2,3,3,3,3,2,3,3,3,1,2,1,2,1,3,1,2,3,1,2,1,2,1,1,1,2,1,2,1,2,2,2,2,2,1
120605606,Did not vote,2,3,2,1,1,2,3,2,2,3,3,2,3,3,3,1,2,1,1,1,2,1,2,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,3,2,1
120606800,Voted,3,3,2,1,3,2,2,3,2,3,4,1,3,3,3,1,2,1,1,1,2,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,2,1
120619274,Voted,3,4,1,3,1,1,2,2,2,3,3,2,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,2,1,1
120628478,Voted,3,3,1,3,2,1,2,2,2,2,3,2,3,3,3,1,2,1,2,2,3,3,2,2,1,1,2,1,1,3,1,1,2,3,2,3,1,2,3,1,1
120649193,Voted,2,2,2,3,2,2,3,2,2,2,2,2,2,8,2,8,2,1,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2
120664757,Voted,3,4,1,1,1,1,2,3,3,3,3,2,3,3,3,1,2,1,1,2,1,4,1,2,4,2,1,1,2,2,2,2,1,1,3,1,2,4,1,3,2
120668345,Voted,3,3,1,2,3,2,3,2,2,3,3,2,3,3,3,2,1,2,1,1,2,1,1,2,1,1,1,1,3,1,1,3,1,2,1,1,1,1,2,1,1
120670826,Voted,1,4,1,1,1,1,2,2,2,2,2,1,3,3,3,1,2,1,2,1,1,4,1,1,4,2,1,1,3,4,2,3,4,1,3,1,3,4,3,3,2
120693848,Voted,3,1,3,1,3,2,2,3,3,3,3,1,3,3,3,1,2,1,1,2,2,4,1,1,4,1,4,1,1,4,1,2,2,2,3,2,1,1,1,4,4
120696767,Voted,4,1,2,1,3,1,2,2,2,1,2,8,3,3,3,2,1,2,1,1,1,1,1,1,4,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2
120732959,Voted,2,3,1,4,2,3,1,1,1,1,1,2,2,3,3,2,1,2,2,1,2,2,3,3,2,1,1,1,1,2,1,2,1,3,1,3,1,1,3,1,1
120756338,Voted,4,3,2,3,2,2,2,2,2,2,2,2,3,3,3,2,1,2,2,1,3,1,3,2,2,1,2,2,1,1,2,2,2,2,1,2,2,1,3,2,1
120788864,Voted,3,1,2,1,3,1,2,3,3,3,3,1,3,3,3,1,2,1,1,1,1,2,1,1,4,1,4,2,3,4,1,2,1,1,2,1,3,1,1,4,4
120789650,Voted,3,3,1,2,3,2,2,2,1,1,3,2,2,2,3,1,1,1,1,1,2,2,3,1,2,1,1,1,1,2,1,2,1,3,1,2,1,1,3,1,1
120801707,Voted,3,1,2,1,1,1,2,3,2,3,3,2,3,3,3,2,2,1,2,1,1,3,1,1,3,1,2,1,1,4,1,2,1,1,2,1,1,1,1,4,4
120807779,Voted,3,1,2,1,1,1,1,2,1,2,2,1,3,3,3,1,2,1,2,1,1,3,2,1,3,2,3,1,3,4,1,2,1,1,1,1,1,3,1,3,4
120809024,Voted,3,3,1,2,2,2,2,3,2,3,3,2,3,3,2,1,2,1,1,2,1,1,2,1,4,3,2,1,1,1,1,3,2,1,2,2,1,1,2,1,2
120814466,Voted,3,3,3,2,3,3,1,3,3,3,3,2,3,3,2,1,2,1,2,3,3,2,3,2,3,2,2,3,3,2,2,3,3,2,2,2,2,3,2,3,3
120817052,Voted,2,2,2,1,3,1,2,3,1,1,3,8,3,3,3,1,2,1,1,2,2,2,1,1,3,1,3,2,1,4,1,2,1,1,2,2,2,1,1,2,3
120836168,Voted,2,3,2,2,3,2,2,2,2,3,3,2,3,3,3,1,2,1,3,1,2,2,2,2,3,1,2,1,2,2,1,2,2,1,2,2,1,3,3,2,3
120837701,Voted,3,2,3,1,3,2,2,2,2,1,4,1,3,3,3,1,2,8,1,1,1,2,1,1,3,1,2,1,2,3,2,3,1,1,1,1,1,1,1,1,1
120859565,Voted,3,1,2,1,2,1,2,2,3,3,3,1,3,3,3,1,2,1,1,1,1,2,1,1,2,1,2,1,3,3,1,1,1,1,2,1,1,3,1,1,3
120869675,Voted,4,3,1,3,4,4,2,2,3,3,3,2,3,3,3,2,1,2,1,1,3,1,3,2,1,2,2,1,1,1,1,1,2,2,3,1,1,1,2,4,1
120883124,Did not vote,3,1,2,3,2,2,1,2,2,3,4,2,2,8,2,1,2,8,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,1,2,2,1,2
120886754,Voted,2,1,3,1,2,1,2,3,3,3,3,1,3,3,3,2,1,2,1,1,1,2,1,1,3,1,3,2,1,4,1,2,1,1,2,1,1,3,1,2,4
120892067,Voted,3,2,2,1,2,2,2,3,2,3,3,1,3,3,3,1,1,2,1,1,1,3,1,1,3,1,2,1,2,4,1,1,1,2,2,2,1,1,1,3,1
120892301,Voted,2,3,1,1,2,2,2,2,2,3,3,2,1,3,3,2,2,2,2,2,1,2,2,2,4,2,3,2,1,3,2,2,2,2,2,2,2,3,2,4,4
120905453,Voted,3,2,3,1,2,2,2,3,2,3,4,1,3,3,3,2,1,2,2,1,2,3,1,1,4,2,4,2,2,4,2,2,1,1,3,1,2,1,1,4,4
120907469,Voted,3,3,1,2,1,1,2,2,1,1,3,2,3,3,3,2,1,2,3,1,2,1,2,3,1,2,2,1,1,1,1,2,3,1,1,2,1,3,2,1,1
120916874,Voted,3,3,2,3,3,2,1,2,1,1,2,1,2,3,3,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3
120924509,Did not vote,1,4,2,1,1,1,2,2,3,3,3,2,3,3,3,1,2,1,1,1,3,1,4,1,1,1,3,1,4,2,2,3,1,2,1,1,1,2,3,3,1
120930254,Voted,3,2,4,1,3,4,2,3,3,3,1,1,3,3,3,2,1,2,1,1,1,2,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,3
120947165,Voted,2,3,1,3,1,1,2,2,3,1,3,2,3,3,3,1,2,1,1,1,2,1,3,2,3,2,3,2,1,1,1,1,1,2,2,1,1,4,2,2,2
120952955,Voted,1,4,1,1,4,1,3,4,4,4,1,2,8,8,3,8,8,8,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120961286,Voted,4,4,1,3,3,1,2,2,1,1,3,2,3,3,3,8,8,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1
120979646,Voted,4,1,3,1,3,2,2,2,1,1,1,1,2,3,3,2,1,2,1,1,1,2,2,1,3,1,3,2,1,3,1,1,1,1,1,2,1,3,1,2,2
120982373,Voted,2,3,1,3,2,1,3,2,1,1,1,2,8,8,3,1,8,1,1,1,2,1,4,2,1,2,1,1,1,1,1,1,1,2,1,4,1,1,4,1,1
120989351,Voted,2,1,1,2,2,1,1,2,2,3,3,2,3,3,3,1,2,1,1,1,2,4,4,1,4,1,1,1,1,4,1,2,1,2,2,1,1,4,1,4,4
120991610,Voted,1,3,1,2,2,1,1,2,2,3,3,2,3,3,3,1,2,1,1,1,2,1,2,2,4,1,2,1,1,2,1,1,1,2,1,1,1,3,1,1,3
120992525,Voted,4,2,3,1,2,2,2,3,2,3,2,1,3,3,3,1,2,1,1,1,2,2,3,1,2,2,3,2,3,2,1,2,2,3,2,2,1,3,2,2,2
120992591,Did not vote,2,4,1,2,2,2,2,3,3,3,3,2,3,3,3,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,3,2
120993647,Did not vote,3,2,2,2,3,2,1,1,1,3,2,2,2,3,3,2,1,2,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,2,1,3,2,2,3,2
120995342,Voted,3,3,2,2,2,1,2,3,2,2,3,2,3,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
120996809,Voted,3,1,3,1,3,2,1,3,2,3,3,1,2,3,3,2,1,2,2,2,2,2,2,2,3,2,2,1,2,3,2,2,1,1,2,2,2,2,1,3,3
120997898,Voted,2,3,2,2,2,2,2,3,3,3,3,2,3,3,3,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,2,2,2,1,1
121010756,Voted,3,2,3,1,2,1,2,3,3,3,2,1,3,3,3,1,2,1,1,1,1,3,1,1,4,2,4,2,2,4,1,1,1,1,3,1,1,2,1,4,4
121017893,Voted,2,2,1,3,2,1,1,1,1,2,4,2,3,3,3,8,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1
121018127,Voted,2,2,1,2,2,2,3,2,1,3,3,2,3,3,2,1,2,1,1,1,3,3,4,2,4,1,1,1,1,3,1,3,1,2,1,1,1,4,3,3,4
121032104,Voted,4,2,2,1,4,2,3,2,2,3,3,2,3,3,3,8,2,1,1,1,1,2,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2
121052339,Voted,2,1,2,1,3,2,2,3,2,3,3,1,3,3,3,1,1,2,3,1,2,3,1,2,4,1,3,2,3,4,2,2,1,2,2,2,2,1,1,3,3
121065635,Voted,2,3,2,1,1,1,1,1,1,3,1,8,2,3,3,1,2,1,1,1,1,4,4,1,4,2,3,2,1,4,2,1,1,1,4,1,2,4,1,4,4
121067762,Voted,3,1,3,1,3,1,2,3,2,3,1,1,3,3,3,2,2,2,2,1,1,4,1,1,3,1,2,1,1,4,1,1,1,1,2,1,1,4,1,2,3
121089566,Voted,3,2,1,1,1,1,2,2,3,3,3,2,3,3,3,1,2,1,1,1,1,3,2,2,2,1,1,1,2,3,1,3,1,1,2,1,2,3,2,2,2
121098167,Voted,3,1,3,1,2,3,1,3,3,2,3,1,3,3,3,1,2,1,1,1,2,3,1,1,4,1,4,1,3,4,1,2,2,1,1,1,1,1,1,1,2
121107791,Voted,1,4,2,1,1,1,2,3,2,3,3,1,3,3,3,1,2,1,1,1,3,2,2,1,2,2,2,1,3,3,3,1,1,1,2,1,3,2,1,1,1
121117262,Voted,3,2,3,1,2,1,2,3,3,3,3,1,3,3,3,1,2,1,1,1,1,2,1,1,2,2,2,2,2,4,1,1,1,1,2,1,1,2,1,2,4
121146515,Voted,3,2,2,3,2,2,2,2,3,3,3,2,3,3,3,1,2,8,1,1,2,2,1,1,3,2,1,1,2,2,1,2,1,2,1,1,1,1,2,1,2
121146896,Voted,3,2,3,1,2,2,2,3,2,3,3,1,2,3,3,1,2,1,1,1,1,3,1,1,3,1,2,1,1,3,1,1,1,1,2,1,1,2,1,1,2
121151552,Did not vote,1,4,1,1,1,2,1,3,3,3,3,2,3,3,3,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1
121154435,Voted,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,1,1,2,1,3,2,2,2,2,1,1,1,2,2,2,2,2,1,2,1,1,2,2,2,2
121158704,Voted,4,4,1,4,1,1,2,1,1,2,2,2,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121164212,Voted,2,1,3,1,1,1,2,2,2,3,2,1,3,3,3,2,1,2,1,1,1,3,2,1,3,3,3,1,3,3,1,2,1,1,3,1,2,3,1,3,3
121171742,Voted,3,2,1,2,1,1,1,2,2,2,3,2,3,3,3,1,2,1,2,1,1,3,2,1,4,2,2,1,4,2,1,3,2,2,1,1,1,3,3,1,3
121171865,Voted,2,4,1,2,3,1,2,3,2,3,4,2,3,3,3,1,2,1,1,1,2,2,1,1,4,2,2,1,1,3,1,1,1,1,1,1,1,3,1,2,3
121171883,Voted,3,2,2,3,2,2,1,2,2,2,2,8,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2
121172198,Voted,3,1,3,1,3,3,3,1,2,3,2,1,1,3,3,1,2,2,1,1,1,2,3,1,4,2,2,2,2,2,1,2,2,2,2,2,1,2,1,3,2
121173047,Voted,3,2,3,1,3,2,2,2,2,3,2,1,3,3,3,1,1,8,2,1,3,4,1,2,4,2,4,2,3,4,1,2,2,2,3,1,1,2,2,3,3
121175351,Voted,3,3,1,3,1,1,2,2,1,2,4,2,3,3,3,2,1,8,1,1,2,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1
121188590,Voted,1,4,1,1,2,1,3,3,1,1,1,1,2,3,3,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1
121200197,Voted,3,3,2,3,3,2,3,2,1,1,1,2,1,2,3,8,1,8,2,2,2,2,4,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2
121227782,Voted,3,3,1,3,3,2,3,1,2,4,3,2,3,3,3,8,8,8,2,2,2,2,3,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,3,1
121236863,Voted,4,2,3,1,3,4,2,3,2,1,1,1,2,3,3,1,2,1,1,1,1,4,2,1,4,3,3,2,2,4,2,3,2,1,4,1,2,3,1,4,3
121247138,Voted,2,1,3,1,2,3,1,3,1,2,1,1,3,3,3,1,8,1,1,1,1,2,1,1,4,2,1,2,2,3,2,2,1,1,1,2,1,1,2,4,4
121266716,Voted,3,2,2,1,3,3,1,2,2,4,1,8,8,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2
121270190,Voted,4,3,1,3,2,1,2,1,1,1,1,2,3,3,3,2,1,8,2,1,2,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1
121283513,Voted,4,2,3,2,3,3,2,1,2,2,1,1,3,3,3,2,8,2,1,2,2,2,1,1,4,2,2,1,1,3,2,1,1,1,2,1,1,1,1,4,2
121285388,Voted,1,3,2,2,3,2,1,2,2,2,2,2,2,3,3,1,2,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
121288190,Voted,4,3,2,2,4,1,2,2,3,3,3,2,2,8,3,1,8,8,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,4,1,1
121290515,Voted,4,2,1,3,2,4,1,1,1,1,1,2,2,1,3,2,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
121334072,Voted,3,2,3,1,3,3,2,2,4,3,4,1,3,3,3,1,2,8,1,1,1,2,1,1,2,1,2,1,1,2,1,2,1,1,1,2,1,1,2,1,2
121344515,Voted,2,2,2,3,1,2,2,2,2,1,3,2,2,3,3,1,1,2,1,2,2,2,2,2,1,1,2,1,3,2,1,2,2,2,2,2,1,2,2,2,2
121361147,Voted,3,2,2,3,3,2,2,3,3,3,3,2,2,3,2,2,1,2,1,1,3,1,1,2,1,2,2,1,2,1,1,2,1,3,1,1,1,1,2,1,1
121386473,Voted,3,1,3,1,2,1,2,2,2,2,3,1,3,3,3,1,2,1,1,1,1,3,1,1,4,1,3,2,2,4,1,2,1,1,2,1,1,2,1,4,4
121436612,Voted,1,2,3,1,3,3,1,2,2,3,3,1,3,3,3,2,1,2,1,1,1,2,1,1,1,1,3,1,2,4,1,2,4,1,1,1,1,1,1,2,3
121439972,Voted,3,2,2,1,3,2,2,1,3,1,4,2,3,3,3,1,2,1,1,1,1,3,1,1,4,2,1,1,4,3,1,2,1,2,3,1,1,3,2,2,2
